,Tweet,Favourites,Compound,Positive,Neutral,Negative
21,#3Novices : Demonetisation for digitisation? Jaitley hails push to cashless economy https://t.co/tigsQob1GR FM said the government was awa…,0,0.0,0.0,1.0,0.0
22,Demonetisation led to great movement towards digitisation: Arun Jaitley https://t.co/n0fZlMamBa,2,0.6249,0.313,0.687,0.0
23,Was it the real reason sad Ji was so furious about #Demonetisation https://t.co/ni3KL2GnJq,0,-0.8334,0.0,0.584,0.416
24,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/WiXnG3Pi6z https://t.co/9dIlmz0WDS",0,0.6249,0.291,0.709,0.0
25,@RenukaJain6 By criticising #Demonetisation those people mocked themselves and their social &amp; political reputation… https://t.co/2KtJlaZVS6,0,-0.6124,0.0,0.722,0.278
26,How #demonetisation crippled bank #lending https://t.co/SkGBt1Y1dy,2,0.0,0.0,1.0,0.0
27,Demonetisation critics?  You can go to Burj Khalifa to jump if Qutab Minar not open 😂 https://t.co/OHoelMMTQZ,17,-0.296,0.0,0.872,0.128
28,"FDs, personal loans during demonetisation at Coop Banks, NBFCs under tax dept lens @IncomeTaxIndia  https://t.co/XaoosrtlQj",0,0.0,0.0,1.0,0.0
29,@TVMohandasPai BJP has done nothing to curb corruption in states ruled by them for 15 yrs nor are they doing it tod… https://t.co/RhCuZQgN8T,0,0.0,0.0,1.0,0.0
30,"5 Oil consumption plunged 5.9 percent in January, the most in 13 years, after Prime Minister Narendra Modi’s demonetisation #economyRJ",4,0.0,0.0,1.0,0.0
31,"@Cisco says jump in business post demonetisation, opens first digital centre. #NewIndia  https://t.co/IIjKGMRjNk",0,0.0,0.0,1.0,0.0
32,1 Oil Demand in India Rises Most Since November's Cash Clampdown. Demonetisation affect over. Growth resumes #economyRJ,17,0.2732,0.144,0.773,0.083
33,@asmariz @sanjayuvacha @sanjayuvacha Are you suggesting farmers were holding cash which rendered use less post Demo… https://t.co/wBcedFfyMd,0,0.0,0.0,1.0,0.0
34,#Demonetisation was an example of that. One decision you took for our good . I request you to take another fearless and bold decision (2/3),0,0.8126,0.296,0.704,0.0
35,Cogent Advisory: https://t.co/R3kcRwemwM,0,0.0,0.0,1.0,0.0
36,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/t1UmlXjmFy https://t.co/QJjSnKV9Jl",1,0.6249,0.291,0.709,0.0
37,"On DigitalMode; Demonetisation led to great movement towards digitisation,believes Arun Jaitley #TransformingIndia https://t.co/ssA5af1TgQ",1,0.6249,0.255,0.745,0.0
38,"@sanjayuvacha @RaisinaSeries Kissan,jawan,common man all are happy with demonetization.jalim journalsit,chor crimin… https://t.co/VY3A4s8rXh",0,0.5719,0.252,0.748,0.0
39,The latest The Demonetization Daily! https://t.co/ARioNblEsh Thanks to @ssambrani #alibaba,0,0.4926,0.262,0.738,0.0
40,"Cisco witnesses a jump business since the demonetisation move, which made it open its first global digital centre https://t.co/1gr9ycAunH",0,0.0,0.0,1.0,0.0
41,"Demonetisation and the farmers' protest. For many communities, ""short-term pain"" is fatal, economically and otherwi… https://t.co/jRROq6flfV",0,-0.8316,0.0,0.596,0.404
42,@timesofindia Seems #Demonetisation was not enough to end fake currency and terrorism. Good job Indian Army.,0,-0.7003,0.123,0.551,0.326
43,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/LnCpZ76UTF https://t.co/QRdz3Vahp8",0,0.6249,0.291,0.709,0.0
44,"@pbhushan1 Still waiting for Modi's last fatal mistake: started with Shourie not in cabinet, land acquisition bill… https://t.co/5uCm1jR9eq",0,-0.7096,0.0,0.731,0.269
45,"@ANI_news This is fake news, fake currency ended with #Demonetisation",4,-0.7351,0.0,0.563,0.437
46,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/uMkuaIDLbk https://t.co/diTCqbWepS",0,0.6249,0.291,0.709,0.0
47,"Cisco witnesses a jump business since the demonetisation move, which made it open its first global digital centre. https://t.co/FEKluOFzoq",0,0.0,0.0,1.0,0.0
48,@MangoBwoy Demonetization has destroyed FAKE CURRENCY IN OLD 500 &amp; 1000 Notes 😜,1,-0.7925,0.0,0.587,0.413
49,"Cisco growth frm Nov 2016 confirms #DigitalIndia
#Demonetisation led to great movement towards digitisation:Jaitley… https://t.co/8HQcjdso5F",0,0.7717,0.34,0.66,0.0
50,@sgurumurthy Sir still waiting for an article on benefits of demonetization.... You wrote some really fudged data then....no justification,1,0.3818,0.126,0.874,0.0
51,"Demonetisation led to great movement towards digitisation: FM @arunjaitley 
 https://t.co/PBP7W4Dck8 https://t.co/5CnFeYsGU5",0,0.6249,0.291,0.709,0.0
52,Demonetization has destroyed Fake currency apparently 😂 https://t.co/K1zxfGm93p,2,-0.743,0.0,0.442,0.558
53,"A 80yrs old trader closes the Mandi that procures Casuarina &amp; Paddy post #Demonetisation. Say's ""Too many questions &amp; trouble, enough of it""",0,-0.4019,0.0,0.886,0.114
54,@surjitbhalla More useful is to appoint a factor for demonetization.... Nothing pushed people to go digital in marc… https://t.co/sCpl3pLRnM,0,0.4927,0.158,0.842,0.0
55,China beats India to become the world’s fastest growing aviation market https://t.co/XsF4P13Y3l,0,0.1779,0.134,0.866,0.0
56,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/RJwYIG7mm6 https://t.co/78A5A6QFaG",0,0.6249,0.291,0.709,0.0
57,@srirambjp @ramkripalmp @IndianExpress Is there any document that lays out the plan in full detail? Or like demonet… https://t.co/QUrDRmTjwg,0,0.3612,0.122,0.878,0.0
58,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/1VJQeXJxqX @narendramodi https://t.co/WRgAWquoM7",0,0.6249,0.272,0.728,0.0
59,Demonetisation led to great movement towards digitisation: Arun Jaitley https://t.co/dkC8uIuuAa,0,0.6249,0.313,0.687,0.0
60,"Demonetisation led to great movement towards digitisation: @arunjaitley #DigitalIndia
https://t.co/HR3qL7zwq0 https://t.co/oQI4Qsr6NV",0,0.6249,0.291,0.709,0.0
61,"https://t.co/SJPaipxUI7 led economy towards digitisation, says Arun Jaitley – Firstpost https://t.co/sXOvnVdnnP",0,0.0,0.0,1.0,0.0
62,Even Swarajya is now mocking modi ji's #JumlaNomics and #DEMONetization Disaster.. https://t.co/cLFPDx7JVo,2,-0.4019,0.0,0.803,0.197
63,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/Mn2AE2Dsbw https://t.co/tgJitdcY2h",1,0.6249,0.291,0.709,0.0
64,"#Demonetisation led to great movement towards digitisation: @arunjaitley 

@FinMinIndia 
https://t.co/YfiHws09xY",2,0.6249,0.313,0.687,0.0
65,"@Ra_THORe @arunjaitley Jaitley Shud also mention ABOUT unemployment,no work, closures, retrenchment etc,After demon… https://t.co/VOq42fekUa",0,0.0,0.0,1.0,0.0
66,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/Mn2AE2Dsbw https://t.co/zWaFUyqOOo",0,0.6249,0.291,0.709,0.0
67,Demonetisation led to great movement towards digitisation: Arun Jaitley https://t.co/9cOc62AaRd,7,0.6249,0.313,0.687,0.0
68,Demonetisation led to great movement towards digitisation: Arun Jaitley https://t.co/pVmOULdv7m,1,0.6249,0.313,0.687,0.0
69,Back to those days where ATM has long queues and other ATM has no cash ..thank u @PMOIndia .. Months after… https://t.co/iY1vN8FATR,0,-0.296,0.0,0.901,0.099
70,"@SitaramYechury KERALA STATE TRANSPORT IS UNDER LOSE FROM ITS BIRTH WHY?THERE WAS NO DEMONETIZATION,THERE WAS NO BJ… https://t.co/kj4naeNzTb",0,-0.8519,0.0,0.617,0.383
71,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/6k6IjLqNBX https://t.co/vXKT7RwSox",0,0.6249,0.291,0.709,0.0
72,"MODI SARKAR has been boasting on DEMONETISATION but now they r realising what blunder they have done farmers dying,… https://t.co/MwsUWSEX8w",1,0.0,0.0,1.0,0.0
73,"Demonetisation led to great movement towards digitisation: FM sh @arunjaitley
https://t.co/4xUPriGyNb https://t.co/pe5lGFIvIF",75,0.6249,0.272,0.728,0.0
74,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/OnU4OrMYV7
@narendramodi… https://t.co/t3GqpyYvKW",1,0.6249,0.272,0.728,0.0
75,At least cong govts were not arrogant and insensitive to farmers.Did they ever thought what demonetisation will hap… https://t.co/csaAAnxXmo,0,0.5096,0.202,0.798,0.0
76,Demonetisation led to great movement towards digitisation: @arunjaitley https://t.co/PVd06o0pYa,0,0.6249,0.339,0.661,0.0
77,We are sure you are proud of this tweet. #Demonetisation https://t.co/Gr0YgQwysK,0,0.6597,0.375,0.625,0.0
78,You already did demonetization and said taxing black money fuckers will help poor. Use same logic for irrigation scam in Maharashtra.,13,-0.8402,0.089,0.559,0.352
79,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/ky9yPEiJ8U https://t.co/AqhCxWO8AE",1,0.6249,0.291,0.709,0.0
80,"Demonetisation led to great movement towards digitisation: @arunjaitley 
 https://t.co/XDdtZK2ZW0 https://t.co/A8uvyHRQzz",0,0.6249,0.313,0.687,0.0
81,Demonetisation led to great movement towards digitisation: @arunjaitley https://t.co/IpdQVkUbdw,0,0.6249,0.339,0.661,0.0
82,"@jaimaiyaki7 @manishgaba2015 @ChouhanShivraj In the Age of demonetization,a grand wedding happened worth 500cr 
Nt… https://t.co/9mVNCNMtjZ",0,0.5994,0.274,0.726,0.0
83,"#Demonetisation is an epic failure of this Non Empathetic &amp; Bigot government. After 200+ days, we are 15 years back… https://t.co/fg1oBUBDFW",43,-0.1531,0.108,0.76,0.132
84,"Cisco witnesses a jump business since the demonetisation move, which made it open its first global digital centre. https://t.co/Ysl0VbL6op",1,0.0,0.0,1.0,0.0
85,"Demonetisation led to 'great movement' towards digitisation: Arun Jaitley
https://t.co/Yvd77xNhUD https://t.co/gJ1bB2NooZ #news #update",0,0.6249,0.255,0.745,0.0
86,"Cisco witnesses a jump business since the demonetisation move, which made it open its first global digital centre. https://t.co/L53LLfRmoh",4,0.0,0.0,1.0,0.0
87,"Demonetisation led to great movement towards digitisation: Arun Jaitley
 https://t.co/GQKpwABz8r https://t.co/86IcUfSa0U",0,0.6249,0.291,0.709,0.0
88,"They said 

""short-term pain,
Long-term gain""
#Demonetisation 
https://t.co/g45aVSBMpk",1,0.0258,0.268,0.472,0.26
89,"Demonetisation led to 'great movement' towards digitisation: Arun Jaitley
https://t.co/04rGZ6ZHVU https://t.co/jm2ekb9pIy",5,0.6249,0.291,0.709,0.0
90,@ToVgarg @prp20470 @ahmedpatel @INCIndia Bjp has looted lacs of crores in demonetization. You peoole are gullible b… https://t.co/R5qctBdMip,1,-0.3612,0.0,0.872,0.128
91,@PMOIndia #imp thanks for unearthing 400cr from retired police officer MKR pillai  proud of  govt &amp; these are benef… https://t.co/3U2FlEj9h7,0,0.7184,0.25,0.75,0.0
92,"full form of CBI: ""CHAI"" ke sath ""BJP"" aur ""INDIA""

#NDTV
Arun Jaitley
Rajnath Singh
Badrinath
#Demonetisation
#BeefBan
#BJPAntiFarmers
#BJP",0,0.0,0.0,1.0,0.0
93,Watch: Narendra Modi beams himself into Coldplay concert (and jokes about demonetisation) - Scroll.in… https://t.co/eHq4JmazeI,0,0.25,0.133,0.867,0.0
94,"#Demonetisation led to 'great movement' towards digitisation: @arunjaitley 
https://t.co/QExvv0MDRw",1,0.6249,0.339,0.661,0.0
95,@LandDestroyer Heres the story of how #TheresaMay tricked #India into #DeMonetization to finance #Brexit… https://t.co/Gyc5G3FFDI,0,-0.1531,0.0,0.897,0.103
96,Armchair buffoons say #Demonetisation affected farmers. Farrago of outright lies. Rural economy works on borrowing from shops. Arun Jaitley,0,-0.5267,0.0,0.794,0.206
97,"What is your take on demonetisation,  Mr Surjit bhalla? https://t.co/6v283Yey1e",0,0.0,0.0,1.0,0.0
98,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/GaUM8GtdXG https://t.co/6CtZEX6JAG",0,0.6249,0.291,0.709,0.0
99,"@sunetrac @RavishKumar_ Whn I saw Ravish covering gen elec in UP,thought can I again see him in studio? same during demonetisation! Spirit💐",0,0.0,0.0,1.0,0.0
100,"Demonetisation led to digitisation of economy: Jaitley
https://t.co/ucBrrGAQ6n",1,0.0,0.0,1.0,0.0
101,@narendramodi #imp thanks for unearthing 400cr from retired police officer MKR pillai  proud of  govt &amp; these are benefits of demonetisation,0,0.8225,0.323,0.677,0.0
102,#Demonetisation not only brought digitisation to directly block corruption but also 1Cr new tax payers https://t.co/AwzfoBNzZX Arun Jaitley,0,-0.2382,0.0,0.897,0.103
103,Farmer woes: From a persisting cash crunch due to demonetisation to a price free fall because of a bumper produce https://t.co/93UBU7dezo,1,0.1027,0.149,0.721,0.131
104,"Every silver lining has a touch of grey. -- Jerry Garcia

Arun Jaitley
https://t.co/NtpdUpCQlv",0,0.0516,0.091,0.909,0.0
105,"Be it Pre or Post Demonetisation,
for Rahul Gandhi ""ATM"" meant
""Any Time Modi""

He lost 28 Elections &amp; Modi's Digitisation Won

Arun Jaitley",0,0.34,0.132,0.786,0.082
106,"#Demonetisation benefits continue to roll for Lower &amp; Middle https://t.co/BQITtDmmLI,aftr Gold&amp;Food,Real estate reg… https://t.co/5Quq0i4yg6",0,0.1027,0.155,0.714,0.131
107,"@imbhandarkar What about farmers, rape victims, the elderly, the victims of demonetisation and the future victims of nuclear power plants?",0,-0.891,0.0,0.58,0.42
108,"Q: Give one word for ""Theory Of Fixing Economy""
A: Demonetisation

#modiquiz",4,0.0,0.0,1.0,0.0
109,"Dear Arun Jaitley,

If Rahul Gandhi has stopped Standing
in ATM lines, it is cos of PM @NarendraModi's
Digitisation post Demonetisation.",0,0.1779,0.111,0.809,0.081
110,"Arun Jaitley said that he anticipates a substantial increase in the tax base.

https://t.co/fc60r1Xdng",0,0.4767,0.272,0.728,0.0
111,Demonetisation Led to 'Great Movement' Towards Digitisation: Finance Minister Arun Jaitley |… https://t.co/cnN5DsVQEc,1,0.6249,0.255,0.745,0.0
112,"Demonetisation Wrecked that
""Class of Scoundrels"" who thought
Modi Govt wud be akin prev.
CORRUPT CONGRESS Govt

Mahatma Gandhi Arun Jaitley",0,0.0,0.0,1.0,0.0
113,@Pun_Starr @rahulkanwal @aajtak Naxalism too.. Post demonetization all the naxalites became saints and joined BJP.… https://t.co/rjbmLCCTrd,1,0.0,0.0,1.0,0.0
114,Demonetisation led to movement towards digitisation: Arun Jaitley https://t.co/X64U14LSf8,0,0.0,0.0,1.0,0.0
115,The latest The Farra Design Daily! https://t.co/OXVaacCjer Thanks to @veen1983 @estradeindia #demonetization #india,0,0.4926,0.21,0.79,0.0
116,Demonetization in Manufacturing = IoT https://t.co/7UoHFqOHsl via @mfgtechupdate #Iot #IIot #Industry40 #industrie40,2,0.0,0.0,1.0,0.0
117,#latestnews Demonetisation led to #39;great movement#39; towards digitisation: Arun Jaitley https://t.co/cxFJYyGcqk https://t.co/pfxrYDABYd,0,0.0,0.0,1.0,0.0
118,"@narendramodi @RBI Even after #DeMonetisation &amp; #ModiGovt's attempt to go digital, are you still using cash for pay… https://t.co/aQMmxaxRYQ",48,0.0,0.0,1.0,0.0
119,"Dear Arun Jaitley ji,

If Demonetisation led to great movement towards Digitisation, the credit goes to NONE other than PM @narendramodi",0,0.8519,0.341,0.659,0.0
120,@mediacrooks @ndtv @IndiaToday @IndianExpress @PrannoyRoyNDTV first demonetisation killed the cash-to-white money l… https://t.co/tQcspL4ROX,31,-0.6705,0.0,0.727,0.273
121,"Demonetisation led to movement towards digitisation: Arun Jaitley

https://t.co/1EEgx31vv2

via Dailyhunt https://t.co/dgSLeD7yTp",1,0.0,0.0,1.0,0.0
122,Demonetisation led to great movement towards digitisation: Arun Jaitley       Get #NarendraModi &amp; #BJP #latestnews-… https://t.co/ya3o1Ly0kt,0,0.6249,0.227,0.773,0.0
123,"#Demonetisation led to great movement towards digitisation: Shri @arunjaitley ji
https://t.co/qotTZ8iXhc https://t.co/2cTaVcu25D",1,0.6249,0.272,0.728,0.0
124,@batrasanjiv @digvijaya_28 For congis demonetization is a disaster. For others its a masterstroke!! So haw can the… https://t.co/4Vel89lhR4,0,-0.6892,0.0,0.762,0.238
125,Agriculture markets are largely run through cash which was affected due to disastrous #Demonetisation acted as triggering point #Mandsaur,0,-0.6705,0.0,0.756,0.244
126,Demonetisation led to #39;great movement#39; towards digitisation: Arun Jaitley https://t.co/ZLEOyBhV8Z #news #india #stock,0,0.0,0.0,1.0,0.0
127,"@firstpost There could be chaos, worst than demonetization, as taxes have been irrationally applied by our genius finance minister !",0,-0.8932,0.0,0.599,0.401
128,"Demonetisation led to great movement towards digitisation: Arun Jaitley
 https://t.co/wUBuTfyNgg https://t.co/fbE2TvVa41",0,0.6249,0.291,0.709,0.0
129,Demonetisation led to #39;great movement#39; towards digitisation: Arun Jaitley:  Asked whether demonetisa https://t.co/9zQnrGf1Dd,0,0.0,0.0,1.0,0.0
130,@ANI_news .Wasn't Modiji's 'panacea-4-all' n mother of all reforms- #Demonetisation supposed to put an end to this… https://t.co/JY55sq4G2U,1,0.0,0.0,1.0,0.0
131,Slowdown in economy post DEMONETISATION as reflected in Q4 GDP data is proving disaster for poor&amp; unemployment getting worse&amp; govt sleeping.,0,-0.7906,0.0,0.731,0.269
132,"@sanjayuvacha #Demonetization
Not the farmers,definitely the opp.leaders!Proof in the instigation!",1,0.0,0.0,1.0,0.0
133,@joseph11345 @jgopikrishnan70 Demonetization was so badly planned. Country lucky that economy surviving. U will see after effects.,0,0.0023,0.227,0.591,0.181
134,The government didn't think twice about forcing #Demonetisation down our throats. Why would they care that India is unprepared for GST?,0,0.4939,0.138,0.862,0.0
135,@ANI_news @Georgekurian4K But @KirenRijiju said that Demonetization had put a stop to fake Indian currency.,0,-0.6486,0.0,0.694,0.306
136,Possible sir. The DeMonetisation pain will come in instalments. https://t.co/XvhOhiVW1f,5,-0.5106,0.0,0.732,0.268
137,"#Demonetisation led to 'great movement' towards digitisation: #ArunJaitley

https://t.co/l8ladecAar",11,0.6249,0.339,0.661,0.0
138,Demonetisation led to ‘great movement’ towards digitisation: Jaitley https://t.co/cDj9s8tjya https://t.co/ThfIKqfT5e,0,0.0,0.0,1.0,0.0
139,Has demonetization netted any big fish??? https://t.co/PsMDgwfhSy,0,0.0,0.0,1.0,0.0
140,How #India's #Cash Chaos Is Screwing Over Their Neighbors — Oops! https://t.co/jjwY4K0GEU #economy #trade #politics https://t.co/iH7toKlIu7,4,-0.7088,0.0,0.688,0.312
141,"Has #DeMonetisation added to farmer's distress and fanned their anger against the government?
 https://t.co/f7l1F609k7",37,-0.7964,0.0,0.628,0.372
142,"@YouTube and @YTCreators, be careful: violent #montages might get demonetized. https://t.co/LV5L0P3pol",0,-0.5106,0.11,0.621,0.269
143,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/SPydJeKaEd https://t.co/Jfn8ocWoMU",0,0.6249,0.291,0.709,0.0
144,"From cash crunch due #demonetisation to price free fall coz of bumper produce, farmers woes.. in MP &amp; #Maharashtra https://t.co/zhDSVAMbNr",0,0.5106,0.148,0.852,0.0
145,How demonetisation and Aadhaar worsened Indian farmers' plight https://t.co/tpJiSqEynf via @dailyo_,0,-0.4404,0.0,0.775,0.225
146,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/SdZC47dNuk https://t.co/6mL4WFw4sV",0,0.6249,0.291,0.709,0.0
147,@AmatyaKautilya That might not be the height of crisis for all we know! But prices of produce have plummeted post d… https://t.co/lJbBwhYsBI,0,-0.6588,0.0,0.827,0.173
148,How demonetisation and Aadhaar worsened Indian farmers' plight - https://t.co/TGmj7SYbZW #GoogleAlerts,0,-0.4404,0.0,0.756,0.244
149,On farmers issue MODI SARKAR stands exposed as DEMONETISATION has crippled them as they cudnt sell khariff crops&amp; no money for rabi sowing.,0,-0.3612,0.0,0.857,0.143
150,#demonetisation- Government allows claimants to get new notes. I report @IndianExpress https://t.co/D18rHDdsZo,2,0.0,0.0,1.0,0.0
151,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/8OZB2mv05M",0,0.0,0.0,1.0,0.0
152,"""The first is the demonetisation of high denomination currency notes in November 2016. The second, more recently,... https://t.co/HYkK2hJMjO",0,0.0,0.0,1.0,0.0
153,@JasumatiPatel @FinancialXpress we shall cross the bridge when we reach at it !! It was smooth sailing during Demonetization also !!,0,0.3111,0.102,0.898,0.0
154,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/ovaayRRqZT

#Demonetisation https://t.co/PrF6nJxSLo",0,0.6249,0.272,0.728,0.0
155,Demonetisation and RBI Norms: Sketchy outline: Demonetisation and RBI Norms: Sketchy outline https://t.co/VeBHG57k0Y,0,0.0,0.0,1.0,0.0
156,Modi can improve India's GDP if he shifts focus from beef and Hindutva to reforms https://t.co/o14vGozFCY … via @dailyo_,0,0.4404,0.146,0.854,0.0
157,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/zcXGkoOtlP",0,0.0,0.0,1.0,0.0
158,"Demonetisation led economy towards digitisation, says Arun Jaitley https://t.co/woh9vnEPlf",0,0.0,0.0,1.0,0.0
159,@Yr_Conscience @ArvindKejriwal Thanks to demonetisation people hoarding black money forced them to pay tax. why this was not mentioned.,0,-0.128,0.124,0.687,0.189
160,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/2yBM97C7AP
#3yearsofModiGovt https://t.co/fq9yOWXsgA",0,0.6249,0.272,0.728,0.0
161,"@swati_2016 @Shehla_Rashid And patriots are busy in praising demonetisation, while gdp lowered.",0,0.4588,0.233,0.667,0.1
162,"Demonetisation led to great movement towards digitisation: Arun Jaitley
 https://t.co/RlF3Mfm71R https://t.co/WXq28peYNR",0,0.6249,0.291,0.709,0.0
163,"Demonetisation led economy towards digitisation, says Arun Jaitley https://t.co/reDuqIfOrD",0,0.0,0.0,1.0,0.0
164,"3. #RanveerSingh - Befikre - 10.4Cr(Badly affected by demonetisation)
4. #ArjunKapoor - HG - 9.2Cr
5. #SidharthMalhotra - BBD - 6.7Cr..(2/3)",12,-0.1531,0.0,0.897,0.103
165,Forget demonetization. India’s central bank is worried about inflation https://t.co/imbT1XaFi0,0,-0.4767,0.0,0.661,0.339
166,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/s08YElz9EP",0,0.0,0.0,1.0,0.0
167,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/ezGrPpYnaU",0,0.0,0.0,1.0,0.0
168,#Demonetisation Effects 😂😂😂 loo bhai padh loo @bhasaby https://t.co/Egul2w6TTv,0,0.0,0.0,1.0,0.0
169,"@jgopikrishnan70 Gopi, this is only tip of the iceberg in the country. there may be 10000's of like cases till not… https://t.co/GVToHiIQKk",26,0.3612,0.106,0.894,0.0
170,#socialinnovation #revolution Poetry like prose style site:USSR tackled queuesBut India cant https://t.co/gI3ZyZ7sa1 https://t.co/TrM0nl4KqW,0,0.3612,0.172,0.828,0.0
171,@RBI how many days u want just to return my 5000 rs in my account #deMonetisation,0,0.0772,0.085,0.915,0.0
172,"Demonetisation led economy towards digitisation, says Arun Jaitley https://t.co/c9eYdMOZYL #TopNews #India",0,0.0,0.0,1.0,0.0
173,Positive impact of #Demonetization https://t.co/S7szvwCMrI,4,0.5574,0.474,0.526,0.0
174,"@narendramodi no clarity on #GST &amp; #DeMonetisation what a rubbish govt u r running, no freedom for a common man to live better life #GST",0,0.7506,0.325,0.53,0.146
175,Finance minister #ArunJaitley said the government was aware that #demonetisation would cause a cash crunch in India https://t.co/dMKnlTYDgl,12,0.0,0.0,1.0,0.0
176,@waglenikhil @scroll_in Demonetization is a dead beast. Let's move on.,1,-0.6486,0.0,0.65,0.35
177,"Demonetisation led to movement towards digitisation, claims Arun Jaitley - https://t.co/BwTS3HxLSo",0,0.0,0.0,1.0,0.0
178,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/pW07UZFQwm https://t.co/qdRzNJTQkN",0,0.0,0.0,1.0,0.0
179,"@ShashiTharoor Modi is the most unimaginative,ineffectual,untaught PM ever. He has been pilfering UPA policies&amp;his… https://t.co/mL3sy2S0SR",3,0.0,0.0,1.0,0.0
180,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/B9djxKYATT",0,0.0,0.0,1.0,0.0
